id,word,translation,example,exampleTr,level,cefrLevel,partOfSpeech,topic
auto,consequently,sonuç olarak,The lab results were inconclusive; consequently the researchers extended the study by three months.,Laboratuvar sonuçları kesin değildi; sonuç olarak araştırmacılar çalışmayı üç ay uzattı.,medium,B2,adverb,academic
auto,furthermore,üstelik,The new method is faster; furthermore it produces more accurate results than the old approach.,Yeni yöntem daha hızlı; üstelik eski yaklaşımdan daha doğru sonuçlar üretiyor.,medium,B2,adverb,academic
auto,primarily,öncelikle,The study was primarily concerned with understanding how stress affects memory performance.,Çalışma öncelikle stresin hafıza performansını nasıl etkilediğini anlamakla ilgiliydi.,medium,B2,adverb,academic
auto,largely,büyük ölçüde,The success of the intervention was largely due to the participants' high motivation levels.,Müdahalenin başarısı büyük ölçüde katılımcıların yüksek motivasyon düzeylerine bağlıydı.,medium,B2,adverb,academic
auto,previously,önceden,Participants were previously informed about the purpose and procedures of the study.,Katılımcılar çalışmanın amacı ve prosedürleri hakkında önceden bilgilendirildi.,medium,B2,adverb,academic
auto,broadly,genel anlamda,The findings were broadly consistent with earlier studies on the same topic.,Bulgular aynı konudaki önceki çalışmalarla genel anlamda tutarlıydı.,medium,B2,adverb,academic
auto,approximately,yaklaşık olarak,Approximately sixty percent of the participants reported improvements in their sleep quality.,Katılımcıların yaklaşık yüzde altmışı uyku kalitelerinde iyileşme bildirdi.,medium,B2,adverb,academic
auto,respectively,sırasıyla,The control and experimental groups scored 72 and 85 respectively on the final assessment.,Kontrol ve deney grupları son değerlendirmede sırasıyla 72 ve 85 puan aldı.,medium,B2,adverb,academic
auto,argue,savunmak,Several researchers argue that the current model fails to account for individual differences.,Birkaç araştırmacı mevcut modelin bireysel farklılıkları açıklamakta yetersiz kaldığını savunuyor.,medium,B2,verb,academic
auto,indicate,göstermek,The data indicate a strong positive correlation between exercise frequency and mental well-being.,Veriler egzersiz sıklığı ile zihinsel iyilik hali arasında güçlü bir pozitif korelasyonu göstermektedir.,medium,B2,verb,academic
auto,determine,belirlemek,Further research is needed to determine whether the results can be replicated in different settings.,Sonuçların farklı ortamlarda tekrarlanıp tekrarlanamayacağını belirlemek için daha fazla araştırma gereklidir.,medium,B2,verb,academic
auto,represent,temsil etmek,The sample may not represent the broader population due to its limited demographic diversity.,Örneklem sınırlı demografik çeşitliliği nedeniyle daha geniş nüfusu temsil etmeyebilir.,medium,B2,verb,academic
auto,analysis,analiz,The statistical analysis revealed no significant difference between the two groups of participants.,İstatistiksel analiz iki katılımcı grubu arasında anlamlı bir fark olmadığını ortaya koydu.,medium,B2,noun,academic
auto,factor,etken,Socioeconomic background is a key factor that influences students' access to higher education.,Sosyoekonomik arka plan öğrencilerin yükseköğretime erişimini etkileyen temel bir etkendir.,medium,B2,noun,academic
auto,method,yöntem,The mixed-methods approach combines both qualitative and quantitative methods in a single study.,Karma yöntem yaklaşımı tek bir çalışmada hem nitel hem de nicel yöntemleri birleştirir.,medium,B2,noun,academic
